1.34993, 7.29999, -161.008, -53.1254
1.34969, 7.30006, -324.409, -100.604
1.34927, 7.3002, -487.791, -148.091
1.34867, 7.30042, -651.145, -195.594
1.3479, 7.30072, -814.461, -243.117
1.34695, 7.30109, -977.728, -290.666
1.34583, 7.30154, -1140.94, -338.248
1.34452, 7.30207, -1304.08, -385.868
1.34305, 7.30268, -1467.14, -433.531
1.34139, 7.30337, -1630.11, -481.244
1.33956, 7.30414, -1792.98, -529.012
1.33755, 7.30499, -1955.74, -576.841
1.33537, 7.30592, -2118.38, -624.735
1.333, 7.30694, -2280.88, -672.701
1.33046, 7.30803, -2443.25, -720.743
1.32774, 7.30922, -2605.46, -768.867
1.32484, 7.31049, -2767.51, -817.077
1.32176, 7.31184, -2929.38, -865.378
1.31851, 7.31329, -3091.06, -913.774
1.31507, 7.31482, -3252.55, -962.271
1.31145, 7.31644, -3413.83, -1010.87
1.30765, 7.31816, -3574.9, -1059.58
1.30367, 7.31997, -3735.73, -1108.39
1.29951, 7.32187, -3896.32, -1157.32
1.29517, 7.32387, -4056.66, -1206.37
1.29064, 7.32596, -4216.74, -1255.53
1.28593, 7.32815, -4376.55, -1304.81
1.28104, 7.33044, -4536.08, -1354.21
1.27597, 7.33283, -4695.31, -1403.73
1.27072, 7.33532, -4854.24, -1453.37
1.26528, 7.33791, -5012.86, -1503.13
1.25966, 7.3406, -5171.16, -1552.99
1.25385, 7.34339, -5329.13, -1602.97
1.24786, 7.34629, -5486.77, -1653.06
1.24169, 7.34929, -5644.06, -1703.25
1.23534, 7.35238, -5800.99, -1753.54
1.22881, 7.35558, -5957.57, -1803.91
1.22209, 7.35889, -6113.78, -1854.37
1.21519, 7.36229, -6269.62, -1904.89
1.20812, 7.36578, -6425.07, -1955.48
1.20086, 7.36938, -6580.15, -2006.12
1.19343, 7.37307, -6734.84, -2056.8
1.18582, 7.37685, -6889.14, -2107.5
1.17803, 7.38072, -7043.04, -2158.21
1.17007, 7.38468, -7196.54, -2208.91
1.16194, 7.38872, -7349.64, -2259.6
1.15364, 7.39283, -7502.32, -2310.24
1.14518, 7.39702, -7654.6, -2360.84
1.13655, 7.40128, -7806.46, -2411.37
1.12776, 7.40559, -7957.89, -2461.81
1.11881, 7.40997, -8108.9, -2512.14
1.1097, 7.41439, -8259.46, -2562.36
1.10044, 7.41885, -8409.59, -2612.45
1.09104, 7.42334, -8559.25, -2662.39
1.08149, 7.42786, -8708.45, -2712.17
1.0718, 7.43239, -8857.16, -2761.79
1.06198, 7.43693, -9005.37, -2811.22
1.05202, 7.44147, -9153.06, -2860.47
1.04194, 7.446, -9300.21, -2909.54
1.03174, 7.45049, -9446.79, -2958.41
1.02142, 7.45496, -9592.78, -3007.1
1.01099, 7.45938, -9738.14, -3055.6
1.00045, 7.46374, -9882.83, -3103.92
0.989804, 7.46804, -10026.8, -3152.08
0.979065, 7.47226, -10170.1, -3200.09
0.968234, 7.47639, -10312.6, -3247.97
0.957315, 7.48042, -10454.2, -3295.73
0.946314, 7.48433, -10594.9, -3343.39
0.935235, 7.48813, -10734.7, -3391
0.924083, 7.49178, -10873.6, -3438.56
0.912863, 7.4953, -11011.3, -3486.13
0.901579, 7.49866, -11148, -3533.72
0.890236, 7.50186, -11283.5, -3581.37
0.878837, 7.50488, -11417.7, -3629.13
0.867387, 7.50771, -11550.6, -3677.02
0.855891, 7.51035, -11682.2, -3725.1
0.844351, 7.51279, -11812.3, -3773.41
0.832771, 7.51502, -11940.9, -3821.97
0.821156, 7.51703, -12067.9, -3870.85
0.809508, 7.51881, -12193.3, -3920.08
0.79783, 7.52035, -12317, -3969.7
0.786127, 7.52165, -12438.9, -4019.76
0.774401, 7.52269, -12558.9, -4070.3
0.762655, 7.52348, -12677.1, -4121.37
0.750892, 7.524, -12793.3, -4173
0.739115, 7.52426, -12907.4, -4225.23
0.727326, 7.52423, -13019.4, -4278.11
0.715528, 7.52393, -13129.3, -4331.67
0.703724, 7.52333, -13236.9, -4385.94
0.691917, 7.52244, -13342.3, -4440.97
0.680109, 7.52125, -13445.3, -4496.79
0.668301, 7.51975, -13546, -4553.43
0.656498, 7.51795, -13644.2, -4610.91
0.644701, 7.51583, -13740, -4669.26
0.632914, 7.51339, -13833.2, -4728.52
0.621137, 7.51063, -13923.9, -4788.69
0.609374, 7.50754, -14012, -4849.81
0.597628, 7.50413, -14097.4, -4911.89
0.5859, 7.50038, -14180.2, -4974.94
0.574194, 7.49629, -14260.3, -5038.98
0.562513, 7.49185, -14337.7, -5104.01
0.550858, 7.48708, -14412.3, -5170.05
0.539232, 7.48195, -14484.1, -5237.09
0.52764, 7.47647, -14553.2, -5305.14
0.516082, 7.47064, -14619.4, -5374.19
0.504562, 7.46445, -14682.9, -5444.24
0.493084, 7.4579, -14743.6, -5515.27
0.48165, 7.45099, -14801.4, -5587.28
0.470264, 7.44371, -14856.4, -5660.25
0.458928, 7.43607, -14908.7, -5734.15
0.447647, 7.42805, -14958.1, -5808.97
0.436423, 7.41966, -15004.8, -5884.67
0.42526, 7.41089, -15048.7, -5961.23
0.414161, 7.40175, -15089.9, -6038.61
0.403132, 7.39222, -15128.4, -6116.76
0.392174, 7.38232, -15164.2, -6195.65
0.381292, 7.37203, -15197.4, -6275.23
0.37049, 7.36135, -15228, -6355.45
0.359773, 7.35029, -15256.1, -6436.25
0.349144, 7.33884, -15281.6, -6517.57
0.338607, 7.32699, -15304.7, -6599.35
0.328167, 7.31475, -15325.4, -6681.52
0.317829, 7.30212, -15343.8, -6764
0.307597, 7.28909, -15359.9, -6846.73
0.297475, 7.27566, -15373.9, -6929.62
0.287468, 7.26184, -15385.8, -7012.59
0.277581, 7.24761, -15395.6, -7095.55
0.26782, 7.23297, -15403.5, -7178.41
0.258187, 7.21793, -15409.5, -7261.07
0.24869, 7.20249, -15413.8, -7343.43
0.239331, 7.18663, -15416.4, -7425.39
0.230118, 7.17037, -15417.5, -7506.85
