1.34935, 0.300219, -1349.3, -142.23
1.34737, 0.300933, -2700.15, -279.467
1.34407, 0.302153, -4049.26, -418.062
1.33944, 0.303899, -5395.7, -558.747
1.33347, 0.3062, -6738.46, -702.305
1.32617, 0.309092, -8076.48, -849.586
1.31751, 0.312622, -9408.58, -1001.52
1.30749, 0.316843, -10733.5, -1159.13
1.29608, 0.321819, -12049.7, -1323.56
1.28328, 0.327623, -13355.6, -1496.07
1.26907, 0.334337, -14649.5, -1678.03
1.2534, 0.342055, -15929.4, -1870.98
1.23627, 0.350882, -17193.1, -2076.56
1.21763, 0.360935, -18438.4, -2296.54
1.19744, 0.372344, -19662.8, -2532.82
1.17565, 0.385251, -20863.5, -2787.33
1.15221, 0.399813, -22037.8, -3062.01
1.12706, 0.416202, -23183, -3358.7
1.10013, 0.434604, -24296.5, -3678.96
1.07133, 0.455215, -25376, -4023.88
1.04058, 0.47824, -26419.8, -4393.7
1.0078, 0.503879, -27427.5, -4787.36
0.972899, 0.532313, -28400.2, -5201.88
0.935825, 0.56367, -29341.6, -5631.59
0.896557, 0.597984, -30258.2, -6067.45
0.85515, 0.635131, -31160.2, -6496.67
0.811766, 0.674757, -32060.3, -6903.43
0.766699, 0.716227, -32971.9, -7271.17
0.720378, 0.758626, -33904.8, -7586.52
0.673315, 0.800854, -34861.8, -7843.46
0.626032, 0.84178, -35835.8, -8045.54
0.578977, 0.880405, -36812.1, -8204.66
0.532483, 0.915961, -37771.4, -8337.49
0.486753, 0.947931, -38693.8, -8461.66
0.441892, 0.976003, -39561.5, -8593.1
0.397929, 1.00002, -40360.1, -8744.89
0.354851, 1.01992, -41078.2, -8927.06
0.312625, 1.03571, -41707.5, -9147
0.271208, 1.0474, -42241.9, -9409.86
0.230563, 1.05504, -42677.6, -9719.03
0.190658, 1.05869, -43011.9, -10076.5
0.151473, 1.05838, -43243.7, -10483.1
0.113004, 1.05416, -43372.9, -10938.5
0.075258, 1.04608, -43400.4, -11441.9
0.0382566, 1.03419, -43328, -11991.2
0.00203644, 1.01853, -43158.3, -12583.8
-0.0333525, 0.999151, -42895, -13216.2
-0.0678469, 0.976094, -42542.5, -13884.1
-0.101371, 0.949414, -42106.1, -14582.4
-0.133836, 0.91916, -41592, -15305.3
-0.165145, 0.885384, -41007.2, -16046.1
-0.195189, 0.848138, -40359.5, -16797.4
