1.34934, 0.30024, -1349.3, -137.239
1.34736, 0.300975, -2700.13, -274.507
1.34406, 0.302216, -4049.21, -413.152
1.33942, 0.303984, -5395.6, -553.907
1.33345, 0.306306, -6738.31, -697.556
1.32614, 0.309221, -8076.27, -844.948
1.31748, 0.312772, -9408.29, -997.013
1.30745, 0.317016, -10733.1, -1154.78
1.29604, 0.322014, -12049.2, -1319.38
1.28324, 0.32784, -13355, -1492.08
1.26902, 0.334578, -14648.7, -1674.26
1.25335, 0.34232, -15928.5, -1867.44
1.23621, 0.351172, -17192.1, -2073.28
1.21756, 0.36125, -18437.2, -2293.55
1.19737, 0.372684, -19661.4, -2530.12
1.17557, 0.385617, -20861.9, -2784.95
1.15213, 0.400207, -22036, -3059.96
1.12697, 0.416625, -23181, -3356.99
1.10002, 0.435056, -24294.2, -3677.61
1.07122, 0.455699, -25373.5, -4022.88
1.04046, 0.478756, -26417.1, -4393.03
1.00766, 0.504428, -27424.6, -4787
0.972753, 0.532894, -28397.2, -5201.77
0.935667, 0.564285, -29338.5, -5631.65
0.896387, 0.598631, -30255.1, -6067.56
0.854969, 0.635806, -31157.3, -6496.68
0.811577, 0.675455, -32057.8, -6903.18
0.766506, 0.716938, -32969.8, -7270.52
0.720185, 0.75934, -33903.3, -7585.37
0.673128, 0.80156, -34860.8, -7841.84
0.625854, 0.842467, -35835.2, -8043.54
0.578813, 0.881065, -36811.7, -8202.44
0.532333, 0.916589, -37771, -8335.22
0.48662, 0.948524, -38693.3, -8459.5
0.441775, 0.976561, -39560.9, -8591.18
0.397827, 1.00054, -40359.1, -8743.29
0.354764, 1.02041, -41076.8, -8925.86
0.312551, 1.03616, -41705.7, -9146.23
0.271147, 1.04782, -42239.7, -9409.54
0.230512, 1.05543, -42674.9, -9719.17
0.190618, 1.05904, -43008.8, -10077.1
0.151444, 1.0587, -43240.2, -10484.1
0.112984, 1.05446, -43369, -10940
0.0752469, 1.04635, -43396.1, -11443.8
0.0382543, 1.03444, -43323.3, -11993.5
0.00204267, 1.01875, -43153.3, -12586.5
-0.0333378, 0.999342, -42889.8, -13219.2
-0.0678237, 0.976261, -42537, -13887.4
-0.101339, 0.949556, -42100.4, -14586
-0.133796, 0.919278, -41586.1, -15309.1
-0.165096, 0.885478, -41001.2, -16050.1
-0.195129, 0.848209, -40353.5, -16801.6
-0.223779, 0.807516, -39651.7, -17555.4
-0.25092, 0.763442, -38905, -18302.8
-0.276417, 0.716019, -38123.6, -19034.3
-0.300131, 0.665268, -37318, -19740.1
-0.321915, 0.611191, -36499.2, -20409.9
-0.341617, 0.553768, -35678.5, -21033.3
-0.359079, 0.492952, -34867.2, -21599.7
-0.374137, 0.428665, -34076.6, -22098.8
-0.386623, 0.360791, -33317.5, -22521
-0.396368, 0.289177, -32599.5, -22857.5
-0.403204, 0.213638, -31930.8, -23101.7
-0.40698, 0.133971, -31316.3, -23249.8
-0.407585, 0.0499977, -30756.7, -23302.9
-0.40499, -0.0383659, -30246.1, -23268.5
-0.399316, -0.13098, -29770.3, -23162.7
-0.390928, -0.227314, -29307.4, -23010
-0.380503, -0.326298, -28831.7, -22838.2
-0.369014, -0.426344, -28323.5, -22669.5
-0.357571, -0.525616, -27778.9, -22510.3
-0.347179, -0.622466, -27210.2, -22350.2
-0.338559, -0.715749, -26638.9, -22169.4
-0.332112, -0.804874, -26086.1, -21948.3
-0.327981, -0.889677, -25566.3, -21673.1
-0.326147, -0.970253, -25087.2, -21337.3
-0.326496, -1.04682, -24650.4, -20939.4
-0.328875, -1.11964, -24253.7, -20482.4
-0.33311, -1.18898, -23892.4, -19971.3
-0.339027, -1.25507, -23560.5, -19412.5
-0.346457, -1.31812, -23251.4, -18812.9
-0.355238, -1.37832, -22958.3, -18179.6
-0.365216, -1.43583, -22674.7, -17519.3
-0.376245, -1.49076, -22394.5, -16838.6
-0.388188, -1.54323, -22111.9, -16143.4
-0.400914, -1.59334, -21821.7, -15439.3
-0.414301, -1.64116, -21519.3, -14731.3
-0.42823, -1.68677, -21200.6, -14023.7
-0.442592, -1.73022, -20862.1, -13320.5
-0.457282, -1.77157, -20500.8, -12625
-0.4722, -1.81087, -20114.3, -11940
-0.487254, -1.84815, -19700.5, -11267.9
-0.502354, -1.88348, -19258.1, -10610.6
-0.517419, -1.91687, -18785.8, -9969.7
-0.53237, -1.94838, -18283.1, -9346.24
-0.547135, -1.97805, -17749.6, -8741.01
-0.561646, -2.0059, -17185.3, -8154.48
-0.57584, -2.03199, -16590.6, -7586.82
-0.589659, -2.05634, -15966, -7037.96
-0.603049, -2.07899, -15312.2, -6507.6
-0.615961, -2.09999, -14630.3, -5995.28
-0.62835, -2.11936, -13921.5, -5500.35
-0.640175, -2.13714, -13186.8, -5022.04
-0.651398, -2.15338, -12427.9, -4559.46
-0.661985, -2.1681, -11646.1, -4111.62
-0.671907, -2.18133, -10843.1, -3677.48
-0.681136, -2.19312, -10020.3, -3255.92
-0.689648, -2.20348, -9179.63, -2845.78
-0.697423, -2.21245, -8322.63, -2445.87
-0.704443, -2.22006, -7451.03, -2054.98
-0.710693, -2.22632, -6566.56, -1671.89
-0.716159, -2.23127, -5670.96, -1295.36
-0.720832, -2.23491, -4765.94, -924.158
-0.724703, -2.23727, -3853.23, -557.058
-0.727768, -2.23837, -2934.53, -192.836
-0.730022, -2.2382, -2011.55, 169.724
-0.731466, -2.23679, -1085.98, 531.823
-0.7321, -2.23413, -159.48, 894.65
-0.731927, -2.23023, 766.285, 1259.38
-0.730953, -2.22508, 1689.68, 1627.17
-0.729186, -2.21869, 2609.08, 1999.16
-0.726635, -2.21105, 3522.88, 2376.46
-0.723314, -2.20215, 4429.51, 2760.18
-0.719236, -2.19197, 5327.4, 3151.39
-0.714418, -2.18051, 6215.04, 3551.12
-0.708881, -2.16774, 7090.93, 3960.38
-0.702646, -2.15364, 7953.63, 4380.13
-0.695737, -2.1382, 8801.72, 4811.28
-0.688184, -2.12139, 9633.87, 5254.68
-0.680016, -2.10318, 10448.8, 5711.11
-0.671266, -2.08354, 11245.3, 6181.28
-0.661973, -2.06244, 12022.3, 6665.77
-0.652176, -2.03986, 12778.8, 7165.08
-0.641918, -2.01575, 13514, 7679.56
-0.631248, -1.99009, 14227.1, 8209.41
-0.620217, -1.96283, 14917.6, 8754.66
-0.60888, -1.93394, 15585.3, 9315.14
-0.597295, -1.90337, 16229.9, 9890.46
-0.585527, -1.87109, 16851.7, 10480
-0.573644, -1.83706, 17451.1, 11082.8
-0.561719, -1.80121, 18028.8, 11697.6
-0.549827, -1.76351, 18585.9, 12323
-0.538052, -1.72391, 19123.8, 12957
-0.52648, -1.68233, 19644.3, 13597.3
-0.515204, -1.63873, 20149.6, 14241.3
-0.504322, -1.59303, 20642.4, 14885.8
-0.493936, -1.54515, 21125.8, 15527.3
-0.484156, -1.49501, 21603.3, 16161.9
-0.475096, -1.4425, 22078.7, 16785
-0.466879, -1.38751, 22556.5, 17392
-0.459631, -1.32992, 23041.3, 17977.7
-0.453484, -1.26958, 23537.8, 18536.7
-0.448575, -1.20633, 24051, 19063.8
-0.445042, -1.13998, 24585.3, 19553.8
-0.443016, -1.07037, 25144.5, 20002.2
-0.442614, -0.997305, 25731.1, 20405.9
-0.443919, -0.920652, 26345.3, 20763.8
-0.446952, -0.840357, 26984.1, 21077.9
-0.451627, -0.75653, 27640.6, 21353.7
-0.457697, -0.669544, 28304.2, 21600.5
-0.464714, -0.580117, 28962.6, 21828.7
-0.472019, -0.489334, 29606.2, 22045.8
-0.478815, -0.398524, 30232.7, 22251.8
-0.484297, -0.309026, 30849.3, 22437
-0.487792, -0.221954, 31469.8, 22584.9
-0.488828, -0.138067, 32109.7, 22677.8
-0.48714, -0.0577853, 32781.2, 22701.2
-0.482622, 0.0187283, 33491.6, 22645.8
-0.475277, 0.091465, 34242.6, 22507.9
-0.465172, 0.160494, 35032.2, 22288.2
-0.452414, 0.225909, 35854.9, 21990.6
-0.437124, 0.287804, 36703, 21621.4
-0.419434, 0.346254, 37567.6, 21188.3
-0.399477, 0.40131, 38438.9, 20700.1
-0.377385, 0.453001, 39306.5, 20166
-0.353285, 0.501333, 40159.8, 19595.7
-0.327304, 0.546292, 40988.5, 18998.5
-0.299559, 0.587848, 41782.1, 18384
-0.270165, 0.625958, 42530.9, 17761.4
-0.239226, 0.660569, 43225.2, 17139.2
-0.206842, 0.691622, 43856.1, 16525.7
-0.173101, 0.719051, 44415.5, 15928.6
-0.138081, 0.74279, 44895.8, 15354.8
-0.101851, 0.762767, 45290.2, 14810.5
-0.0644662, 0.778913, 45593, 14301
-0.0259695, 0.791157, 45799.1, 13831.1
0.0136093, 0.799429, 45904.7, 13404.2
0.0542534, 0.80366, 45907.1, 13023.1
0.0959588, 0.803785, 45804.8, 12689
0.138732, 0.799744, 45597.8, 12401.9
0.182587, 0.791491, 45288, 12160.2
0.227539, 0.779004, 44879.4, 11960.2
0.273596, 0.762301, 44378.7, 11795.7
0.320739, 0.741472, 43795.7, 11657.7
0.368906, 0.716719, 43143.6, 11533.8
0.417963, 0.688402, 42438.8, 11409.1
0.467676, 0.657097, 41699.3, 11267.2
0.517694, 0.623616, 40942.7, 11092.6
0.567565, 0.588979, 40182.1, 10874.7
0.616778, 0.554312, 39423.1, 10610.5
0.664842, 0.5207, 38663.2, 10305.6
0.711347, 0.489039, 37893.6, 9972.03
0.756007, 0.459971, 37102.7, 9624.24
0.798656, 0.433869, 36279.5, 9276.12
0.839227, 0.410895, 35415.6, 8938.7
0.87772, 0.391056, 34505.8, 8619.63
0.914176, 0.374258, 33547.8, 8323.43
0.948656, 0.360355, 32541.6, 8052.09
0.981231, 0.349171, 31488.6, 7805.73
1.01197, 0.340523, 30391.8, 7583.23
1.04093, 0.334226, 29254.3, 7382.62
1.06819, 0.330102, 28080, 7201.44
1.09377, 0.327985, 26872.6, 7036.99
1.11774, 0.327716, 25636.1, 6886.44
1.14012, 0.32915, 24374.2, 6746.98
1.16095, 0.332153, 23090.5, 6615.9
1.18025, 0.336601, 21788.2, 6490.6
1.19805, 0.34238, 20470.6, 6368.66
